REGION,COUNTRY,NAME,LAT,LON,LAT_DEG,LAT_MIN,LAT_HEMI,LON_DEG,LON_MIN,LON_HEMI,INDEX_NO,Field10,Field11,Combo192,Combo206,Combo210,Combo196,Combo218,Combo198,Combo216,Combo231,Combo223,Combo225,Combo234,Combo236,Field24,Combo238,Combo240,Combo242,Combo244,Combo246,Combo248,Combo254,Combo256,Combo258,Combo260,Combo264,Combo262,Combo266,Combo268,Combo270,Combo272,Combo274,Combo276,Combo278,Combo280,Combo282,Combo284,Combo288,Combo290,Combo292,Combo294,Combo296,Combo304,Combo300,Combo302,Combo306,Combo308,Combo310,Combo312,Combo317,Combo321,Combo319,Combo323,Combo325,Combo327,Combo329,Combo332,Combo335,Combo337,Combo339,Combo341,Combo343,Combo345,Combo347,Combo349,Combo351
60,IS,KEFLAVIK,64.0,-22.55,64,0,N,22,33,W,70,181,38604,V,OR,F,N,N,Y,Y,,A,A,H,,5,,Y,Y,N,N,Y,Y,Y,,,N,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,,N,N,,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S
60,IS,STRAUMSVIK,64.05,-22.05,64,3,N,22,3,W,75,181,38604,V,CN,F,N,N,,Y,N,,A,,,0,L,Y,Y,N,N,N,,Y,,,,,,,,Y,,,,Y,,Y,Y,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,
60,IS,HAFNARFJORDUR,64.06666666666666,-21.95,64,4,N,21,57,W,80,181,38604,V,CN,F,N,Y,N,N,,L,J,L,J,4,L,Y,,Y,,Y,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,Y,,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,M
60,IS,SKERJAFJORDUR,64.15,-22.016666666666666,64,9,N,22,1,W,90,181,38603,V,CN,G,N,N,N,Y,,M,M,P,M,4,L,Y,,,,,Y,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,,N,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,
60,IS,REYKJAVIK,64.15,-21.933333333333334,64,9,N,21,56,W,100,181,38603,M,CB,G,Y,N,N,Y,,L,G,L,H,4,L,Y,Y,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,,,,,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
60,IS,GRUNDARTANGI,64.26666666666667,-22.0,64,16,N,22,0,W,105,181,38606,M,CB,G,N,N,N,N,,H,F,H,,5,L,Y,,N,N,N,Y,Y,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,Y,N,Y,,Y,,,,,,Y,,,,,Y,Y,Y,Y,,,C,,
60,IS,BILDUDALUR,65.68333333333334,-23.6,65,41,N,23,36,W,160,181,38030,V,CN,F,N,Y,Y,Y,N,N,J,N,,3,,Y,,N,N,N,,,,,,,,,,Y,,,,,,Y,,,,,Y,,N,N,,,,,,,Y,,Y,,,,Y,Y,N,N,N,N,C,,
60,IS,THINGEYRI,65.88333333333334,-23.483333333333334,65,53,N,23,29,W,170,181,38030,V,CN,E,N,N,Y,Y,N,M,C,N,,3,,Y,,N,N,N,,,,,,,Y,,,Y,,,,,,Y,,,,,Y,,N,N,,,,,,,Y,,Y,,,,Y,Y,N,N,N,N,C,,
60,IS,BOLUNGAVIK,66.16666666666667,-23.233333333333334,66,10,N,23,14,W,185,181,38690,V,CB,F,N,,Y,,,A,,M,,0,L,,,N,N,N,,,,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
60,IS,ISAFJORDUR,66.06666666666666,-23.116666666666667,66,4,N,23,7,W,190,181,38030,V,CN,G,N,N,Y,,,L,H,L,M,2,L,Y,Y,Y,N,Y,Y,Y,,,N,Y,Y,Y,,N,Y,Y,Y,Y,,Y,,,,,Y,Y,,Y,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,,M
200,IS,SAUDARKROKUR,65.75,-19.666666666666668,65,45,N,19,40,W,250,181,38670,V,CN,P,N,N,Y,Y,N,A,N,M,,1,,Y,,N,N,Y,Y,,,,N,N,Y,,,Y,,,,Y,,Y,,,,,Y,,N,N,,,,,,,,,,,,,Y,,N,N,N,N,,,
200,IS,SIGLUFJORHURD,66.15,-18.916666666666668,66,9,N,18,55,W,260,181,,V,CN,F,N,Y,Y,Y,N,L,A,L,,2,,Y,Y,N,N,Y,Y,Y,,,N,Y,,,,Y,Y,Y,,Y,,Y,,,,,Y,,,N,N,N,N,N,N,N,N,,,,,,Y,Y,Y,Y,Y,Y,B,,S
200,IS,DALVIK,65.98333333333333,-18.516666666666666,65,59,N,18,31,W,280,181,,V,CB,F,,,,,,N,B,B,,0,,Y,,,,,N,,,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
200,IS,AKUREYRI,65.68333333333334,-18.083333333333332,65,41,N,18,5,W,310,181,,V,CN,F,N,N,Y,Y,N,A,A,J,,2,,Y,,N,N,Y,N,Y,,,N,Y,Y,Y,,Y,Y,,,Y,,Y,,,,,Y,,,N,Y,N,N,,,,Y,,,,,,Y,Y,Y,Y,,,C,M,S
200,IS,HUSAVIK,66.03333333333333,-17.333333333333332,66,2,N,17,20,W,320,181,38670,V,CN,P,N,N,N,N,N,L,A,M,,1,,Y,,N,N,N,N,Y,Y,,N,N,Y,,,Y,,,Y,Y,,Y,,,,,Y,,,N,,,,,,,,,,Y,,,Y,Y,Y,Y,,,,,
360,IS,SEYDHISFJORDHUR,65.26666666666667,-14.0,65,16,N,14,0,W,400,181,,S,CN,F,N,N,N,N,N,A,J,M,,2,,Y,Y,Y,N,N,,Y,,,N,N,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,N,N,Y,Y,,,,,Y,,Y,,,,Y,Y,Y,Y,,,B,,S
360,IS,NESKAUPSTADUR,65.15,-13.683333333333334,65,9,N,13,41,W,420,181,,V,CN,F,N,N,N,Y,,A,A,L,,2,,Y,,Y,N,N,N,Y,,,N,N,Y,,,N,Y,,,Y,,Y,,,,,Y,,,N,Y,,,,,,,,N,N,Y,Y,Y,Y,Y,Y,,,C,,S
360,IS,ESKIFJORDHUR,65.06666666666666,-14.016666666666667,65,4,N,14,1,W,430,181,,V,CN,F,N,N,Y,Y,N,A,A,L,,2,,Y,Y,N,N,N,,Y,,,N,N,,,,Y,,,,Y,,Y,,,,,Y,,,N,,Y,,,,,Y,,Y,,,,,Y,Y,,,,C,,S
360,IS,BUDIR,64.93333333333334,-14.016666666666667,64,56,N,14,1,W,450,181,,V,CN,F,N,N,N,Y,N,P,F,L,,2,,N,,,N,N,,,,,N,N,,,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,Y,,Y,,,,,Y,N,Y,,,C,,S
360,IS,HORNABJORDUR,64.25,-15.233333333333333,64,15,N,15,14,W,480,181,38630,V,CN,F,N,N,N,Y,N,N,N,N,,4,,Y,,Y,N,Y,Y,,,,N,Y,Y,,,Y,,,Y,,,Y,,,,,Y,,,Y,,Y,,,,,,,,,,,,,Y,Y,,,C,,
490,IS,VESTMANNAEYJAR,63.43333333333333,-20.283333333333335,63,26,N,20,17,W,510,181,38610,S,CN,E,N,N,N,N,N,L,A,N,,3,M,Y,,Y,N,Y,Y,,,,N,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,Y,N,,,Y,Y,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,C,,S
540,GL,QUTDLEQ,61.516666666666666,-42.21666666666667,61,31,N,42,13,W,542,181,38060,V,CN,G,N,N,N,Y,N,A,A,,,0,M,Y,,N,N,N,,N,,N,,N,,,,,,,,,,,,,Y,,N,N,N,N,,,,,,,,N,,,,,,,,,,,N,,
540,GL,KUSANARTOQ,61.766666666666666,-42.21666666666667,61,46,N,42,13,W,543,181,38060,S,CN,G,N,N,Y,Y,N,H,E,,,6,M,Y,,N,N,N,,N,,N,,N,,,,,,,,,,,Y,,,,,,N,N,,,,,,,,N,,,,,,Y,,,,,D,,
545,GL,NANORTALIK HAVN,60.11666666666667,-45.2,60,7,N,45,12,W,560,181,38580,V,CN,P,N,N,Y,Y,N,A,A,O,,3,M,Y,Y,N,N,Y,,Y,,,N,N,,,,,,Y,Y,Y,,Y,Y,Y,,,Y,N,,N,Y,Y,,,,,Y,,,,,,,Y,Y,Y,,,C,,
545,GL,NARSAQ,60.916666666666664,-46.05,60,55,N,46,3,W,585,181,,V,CN,P,N,N,Y,Y,N,A,C,J,,3,M,N,Y,N,N,Y,N,Y,,,N,N,,,,Y,Y,Y,,,,Y,Y,Y,,,Y,N,,N,,Y,,,,,Y,,,,,,Y,Y,,Y,,,,,
545,GL,NARSARSSUAQ,61.15,-45.43333333333333,61,9,N,45,26,W,590,181,,V,CN,F,N,N,N,Y,,A,A,K,,3,M,N,Y,N,N,Y,N,N,,,N,N,,,,Y,Y,Y,,Y,,Y,Y,,,,Y,N,,N,,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,
545,GL,GRONNEDAL (KANGILINNGUIT),61.233333333333334,-48.1,61,14,N,48,6,W,605,181,,V,CN,F,N,Y,N,Y,,A,A,K,,3,M,Y,,,N,Y,,,Y,,,,,,,,,,,,,Y,,,,,Y,N,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,
545,GL,PAAMUIT (FREDERIKSHAB),62.0,-49.666666666666664,62,0,N,49,40,W,610,181,,S,CN,F,N,N,Y,Y,,M,E,L,N,3,M,N,,Y,N,Y,,Y,Y,Y,N,N,,,,Y,,Y,,Y,,Y,Y,,,,Y,N,,N,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S
545,GL,NUUK,64.18333333333334,-51.75,64,11,N,51,45,W,640,181,38546,S,CN,G,Y,N,Y,Y,,D,E,K,,10,M,Y,,Y,Y,Y,N,Y,,Y,N,Y,,,,Y,Y,Y,Y,Y,,Y,,Y,,,Y,N,,N,,Y,,,,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S
545,GL,MANIITSOQ,65.41666666666667,-52.916666666666664,65,25,N,52,55,W,670,181,,V,CN,F,Y,Y,Y,Y,,A,H,L,,4,M,,N,N,N,Y,,Y,,Y,N,N,,,,Y,Y,Y,,Y,,Y,Y,,,,Y,N,,N,,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S
545,GL,SISIMIUT,66.91666666666667,-53.7,66,55,N,53,42,W,690,181,38501,S,CN,F,N,N,Y,Y,,A,A,J,,4,M,Y,,N,N,Y,N,Y,,Y,,Y,,,,,Y,Y,Y,Y,,Y,Y,Y,,,Y,N,,N,Y,Y,,,,,Y,,,,,,Y,Y,,Y,,,B,,S
545,GL,ATTU,67.95,-53.733333333333334,67,57,N,53,44,W,700,181,,V,CN,F,N,N,Y,Y,,A,A,O,,0,M,Y,,,N,,,,,,,N,,,,,,,,,,,Y,,,,,N,,,,,,,,,,,,,,,,,,,,,,,
545,GL,AASIAAT,68.7,-52.86666666666667,68,42,N,52,52,W,760,181,,S,CN,G,N,N,Y,Y,,A,A,L,,3,M,N,,N,N,Y,N,Y,Y,Y,N,N,,,,,,Y,,Y,,Y,,,,,Y,N,,N,,Y,,,,,Y,,,,,,Y,Y,Y,,,,C,,S
545,GL,QASIGIANNGUIT-CHRISTIANSHAB,68.81666666666666,-51.18333333333333,68,49,N,51,11,W,790,181,,V,CN,G,N,N,Y,Y,,L,H,L,,3,M,Y,,N,N,N,N,Y,Y,,N,N,,,,,,Y,,Y,,Y,,,,,Y,N,,N,Y,Y,,,,,Y,,,,,,Y,Y,N,Y,,,N,,
545,GL,ILLULISSAT (JAKOBSHAVN),69.21666666666667,-51.1,69,13,N,51,6,W,810,181,,S,CN,F,N,N,Y,Y,,J,C,L,P,3,M,Y,,Y,N,Y,N,Y,N,Y,N,N,,,,Y,,Y,Y,Y,,Y,Y,Y,,,Y,N,,N,,Y,,,,Y,Y,,,,,,Y,Y,,,,,C,,
545,GL,QEQERTARSUAQ,69.23333333333333,-53.53333333333333,69,14,N,53,32,W,840,181,,S,CN,G,N,N,Y,Y,,A,A,M,,3,M,Y,,N,N,Y,N,N,Y,Y,N,Y,,,,,,Y,Y,Y,,Y,,,,,Y,N,,N,Y,Y,,,,,Y,,,,,,Y,Y,N,Y,,,C,,
545,GL,KAJALLEQ UPERNAVIK,72.15,-55.53333333333333,72,9,N,55,32,W,940,181,,V,CN,F,N,N,Y,Y,,A,O,,,5,,Y,Y,,N,,,N,,,N,N,,,,,,,Y,,,,Y,Y,,,Y,N,,N,,Y,,,,,Y,,,,,,,N,N,N,,,C,,
545,GL,PITUFFIK (THULE AIR BASE),76.53333333333333,-68.86666666666666,76,32,N,68,52,W,1000,181,38343,V,CN,G,N,N,Y,Y,N,A,H,K,,3,L,Y,,Y,Y,Y,,,Y,Y,N,N,,,,Y,,Y,,,,Y,Y,,,,Y,N,,N,,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,
1010,CA,POND INLET,72.75,-76.75,72,45,N,76,45,W,1020,,15641,M,OR,P,,,Y,Y,,A,A,,,6,,Y,,,,,,,,,,,,,,Y,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,CA,PADLOPING ISLAND,67.03333333333333,-62.733333333333334,67,2,N,62,44,W,1035,,,V,CN,F,,Y,Y,,,A,A,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,CA,PANGNIRTUNG,66.13333333333334,-65.75,66,8,N,65,45,W,1040,,,V,CN,F,,,Y,Y,,A,A,,,15,,,,,,,N,,Y,,,,,,,Y,,,Y,Y,,,Y,,Y,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,
1230,CA,GOOSE BAY,53.36666666666667,-60.3,53,22,N,60,18,W,1335,146,,V,CN,P,,,Y,,,K,,N,,1,,,,,N,Y,N,Y,,,,N,Y,Y,,,,Y,,,Y,Y,,,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,
1410,CA,CATALINA HARBOR,48.5,-53.083333333333336,48,30,N,53,5,W,1600,146,,S,CN,G,N,N,Y,Y,N,L,L,N,N,1,M,Y,,Y,N,N,N,Y,,,N,N,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,,,,,,,
1410,CA,PORT UNION,48.5,-53.083333333333336,48,30,N,53,5,W,1605,146,,V,CN,G,N,N,Y,N,N,L,L,N,,0,M,N,N,N,N,N,N,Y,,,N,N,Y,N,,Y,,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,,Y,Y,,,,,,
1410,CA,CLARENVILLE,48.15,-53.95,48,9,N,53,57,W,1611,146,,S,CN,G,N,N,Y,N,N,A,H,L,M,1,M,Y,Y,N,N,Y,N,Y,,,N,N,N,,,Y,Y,Y,,Y,,Y,Y,,,,Y,,,N,Y,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,,D,,
1410,CA,ST JOHN'S,47.56666666666667,-52.7,47,34,N,52,42,W,1670,146,,S,CN,E,N,N,Y,Y,N,J,G,E,F,1,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
1680,CA,ARGENTIA,47.3,-53.983333333333334,47,18,N,53,59,W,1710,146,,M,CN,F,N,N,Y,Y,N,J,B,J,H,2,M,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,,Y,Y,Y,Y,Y,,Y,,,,,Y,,,N,Y,,,,,Y,,Y,,,,,Y,Y,Y,Y,,,C,M,
1680,CA,COME BY CHANCE HARBOR,47.8,-54.016666666666666,47,48,N,54,1,W,1715,146,,S,OR,P,N,N,Y,Y,N,A,A,G,A,9,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,N,,,,Y,Y,,,Y,,,,,Y,,,Y,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,N,,
1740,PM,PORT DE ST PIERRE,46.78333333333333,-56.166666666666664,46,47,N,56,10,W,1750,146,,S,CB,G,N,N,N,,,L,G,L,K,2,M,Y,Y,Y,N,Y,Y,,,Y,N,N,Y,Y,,Y,Y,Y,Y,Y,,Y,,,,,Y,N,,N,Y,,,,,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,C,,M
1780,CA,PORT AUX BASQUES,47.56666666666667,-59.13333333333333,47,34,N,59,8,W,1795,146,,S,CN,F,N,N,Y,Y,Y,E,G,L,,2,M,,,N,N,Y,N,Y,,Y,,Y,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,
1800,CA,STEPHENVILLE,48.53333333333333,-58.53333333333333,48,32,N,58,32,W,1810,146,,V,CB,F,N,N,N,Y,N,K,,L,L,0,L,N,Y,N,N,Y,Y,,,,,Y,,Y,,Y,,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,,,C,,
1800,CA,ST GEORGE'S,48.45,-58.45,48,27,N,58,27,W,1820,146,,S,CN,G,N,N,Y,N,N,H,J,H,,2,L,Y,N,N,N,Y,N,Y,,,,N,Y,N,,,Y,,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,
1800,CA,CORNER BROOK,48.95,-57.95,48,57,N,57,57,W,1830,146,14254,S,CN,G,N,N,Y,N,N,K,A,K,L,2,L,Y,Y,Y,N,Y,Y,,,,N,N,Y,N,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,,,,Y,Y,,Y,,,,Y,Y,Y,Y,N,N,C,,
1871,CA,BLANC SABLON,51.416666666666664,-57.13333333333333,51,25,N,57,8,W,1880,146,,V,RN,F,N,N,Y,Y,N,L,F,M,,3,M,,,,N,Y,N,Y,,,N,N,Y,N,,,Y,,,,,Y,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
1871,CA,HAVRE ST PIERRE,50.233333333333334,-63.6,50,14,N,63,36,W,1890,145,,V,CN,G,N,N,Y,Y,N,L,H,L,,2,M,Y,,N,N,N,N,Y,,,N,N,Y,,,,Y,Y,,,Y,Y,,,,,Y,,,N,Y,,,,,,,,,,Y,Y,Y,Y,,,,,C,,
1930,CA,SEPT ILES,50.2,-66.38333333333334,50,12,N,66,23,W,1955,145,,M,RN,G,N,N,Y,Y,N,J,J,E,J,10,L,Y,Y,Y,N,Y,Y,,,,N,Y,,N,,,,Y,Y,Y,Y,,,Y,,,Y,Y,,N,Y,Y,,Y,Y,,,,,,,,Y,Y,Y,Y,,,C,,
1930,CA,POINTE NOIRE,50.166666666666664,-66.48333333333333,50,10,N,66,29,W,1957,145,,S,RN,G,N,N,Y,Y,N,A,J,G,,6,L,Y,Y,N,N,Y,Y,,,,,N,,N,,,,,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,Y,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,,
1930,CA,PORT CARTIER,50.03333333333333,-66.78333333333333,50,2,N,66,47,W,1958,145,,V,RN,P,N,N,N,Y,N,F,C,G,,0,L,Y,Y,,N,Y,Y,,,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,,,N,,,,,,,,,,,,,Y,N,Y,Y,,,C,,
1930,CA,MATANE,48.85,-67.53333333333333,48,51,N,67,32,W,1990,145,,V,RN,G,Y,N,Y,Y,N,L,K,K,K,4,M,Y,Y,N,N,N,N,Y,,,N,N,N,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,,,N,,Y,,,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,
1930,CA,BAIE COMEAU,49.233333333333334,-68.13333333333334,49,14,N,68,8,W,2015,145,,S,RN,G,N,N,N,N,N,L,A,J,,4,L,,Y,Y,N,Y,N,Y,,Y,,Y,,N,,Y,Y,,,Y,,Y,,Y,,,Y,,,N,Y,Y,,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,
1930,CA,RIMOUSKI,48.45,-68.51666666666667,48,27,N,68,31,W,2030,145,,S,RN,G,N,N,Y,Y,N,N,L,M,N,5,M,Y,Y,Y,N,Y,N,Y,N,Y,,N,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,,,N,,Y,,,,,,Y,Y,,,,Y,Y,Y,Y,,,C,S,
1930,CA,LA BAIE (PORT ALFRED),48.333333333333336,-70.88333333333334,48,20,N,70,53,W,2110,145,,S,RN,G,Y,N,Y,Y,N,K,A,J,K,6,L,Y,,Y,N,Y,Y,,N,Y,,Y,,N,,Y,Y,,Y,,Y,Y,Y,Y,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,,,C,,
1930,CA,CHICOUTIMI (PORT SAGUENAY),48.43333333333333,-71.06666666666666,48,26,N,71,4,W,2130,145,,S,RN,G,Y,N,Y,Y,Y,N,A,H,L,5,M,Y,Y,Y,,Y,Y,Y,N,Y,Y,Y,Y,N,,,,Y,Y,Y,,Y,,Y,,,Y,,,N,,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,
1930,CA,RIVIERE DU LOUP,47.833333333333336,-69.51666666666667,47,50,N,69,31,W,2150,145,,S,RN,F,N,N,Y,Y,N,P,L,O,,12,M,Y,,Y,N,Y,Y,,N,Y,,N,Y,N,,,,,,,,Y,,Y,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,
1930,CA,QUEBEC,46.81666666666667,-71.21666666666667,46,49,N,71,13,W,2180,145,,M,RN,G,Y,N,Y,Y,N,J,A,F,F,8,L,Y,Y,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,
1930,CA,PORT DE BECANCOUR,46.4,-72.38333333333334,46,24,N,72,23,W,2200,145,,V,RN,E,N,N,Y,N,N,K,K,K,,0,M,Y,,,,Y,Y,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,CA,TROIS RIVIERES,46.35,-72.55,46,21,N,72,33,W,2210,145,,M,RN,G,N,N,Y,Y,Y,J,J,K,N,0,L,Y,Y,Y,N,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,Y,,,Y,Y,N,N,Y,,Y,Y,Y,Y,Y,Y,C,,
1930,CA,SOREL,46.05,-73.11666666666666,46,3,N,73,7,W,2220,145,,S,RN,G,N,N,Y,Y,Y,J,K,K,,2,L,Y,Y,Y,N,Y,Y,,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,,N,Y,Y,,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,A,M,L
1930,CA,MONTREAL,45.516666666666666,-73.55,45,31,N,73,33,W,2235,145,,L,RN,G,N,N,Y,,Y,J,J,K,K,0,L,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,A,M,
2270,CA,VAUDREUIL,45.4,-74.03333333333333,45,24,N,74,2,W,2300,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,OKA SUR LE LAC,45.46666666666667,-74.08333333333333,45,28,N,74,5,W,2310,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,HUDSON,45.46666666666667,-74.13333333333334,45,28,N,74,8,W,2320,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,ST PLACIDE,45.53333333333333,-74.2,45,32,N,74,12,W,2330,,,V,RN,E,,,Y,,,P,P,Q,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,ST ANDREWS EAST,45.56666666666667,-74.33333333333333,45,34,N,74,20,W,2340,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,CARILLON,45.56666666666667,-74.36666666666666,45,34,N,74,22,W,2350,,,V,RN,E,,,Y,,Y,P,K,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,CHUTE A BLONDEAU,45.583333333333336,-74.46666666666667,45,35,N,74,28,W,2370,,,V,RN,E,,,Y,,Y,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,GRENVILLE,45.63333333333333,-74.6,45,38,N,74,36,W,2380,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,HAWKESBURY,45.61666666666667,-74.61666666666666,45,37,N,74,37,W,2390,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,FASSETT,45.65,-74.86666666666666,45,39,N,74,52,W,2400,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,MONTEBELLO,45.65,-74.93333333333334,45,39,N,74,56,W,2420,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,PAPINEAUVILLE,45.61666666666667,-75.01666666666667,45,37,N,75,1,W,2430,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,THURSO,45.6,-75.23333333333333,45,36,N,75,14,W,2460,,,V,RN,E,,,Y,,,P,P,Q,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,ROCKLAND,45.55,-75.3,45,33,N,75,18,W,2470,,,V,RN,E,,,Y,,,P,P,Q,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,CUMBERLAND,45.516666666666666,-75.4,45,31,N,75,24,W,2480,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,MASSON,45.53333333333333,-75.41666666666667,45,32,N,75,25,W,2490,,,V,RN,E,,,Y,,,P,K,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,CA,GATINEAU,45.483333333333334,-75.65,45,29,N,75,39,W,2510,,,V,RN,E,,,Y,,,Q,P,P,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
