REGION,COUNTRY,NAME,LAT,LON,LAT_DEG,LAT_MIN,LAT_HEMI,LON_DEG,LON_MIN,LON_HEMI,INDEX_NO,Field10,Field11,Combo192,Combo206,Combo210,Combo196,Combo218,Combo198,Combo216,Combo231,Combo223,Combo225,Combo234,Combo236,Field24,Combo238,Combo240,Combo242,Combo244,Combo246,Combo248,Combo254,Combo256,Combo258,Combo260,Combo264,Combo262,Combo266,Combo268,Combo270,Combo272,Combo274,Combo276,Combo278,Combo280,Combo282,Combo284,Combo288,Combo290,Combo292,Combo294,Combo296,Combo304,Combo300,Combo302,Combo306,Combo308,Combo310,Combo312,Combo317,Combo321,Combo319,Combo323,Combo325,Combo327,Combo329,Combo332,Combo335,Combo337,Combo339,Combo341,Combo343,Combo345,Combo347,Combo349,Combo351
46540,AO,GREATER PLUTONIO TERMINAL,-7.833333333333333,12.1,7,50,S,12,6,E,46552,123,57260,V,OR,P,N,Y,N,,,A,A,A,A,0,L,,Y,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46540,AO,ESTRELA OIL FIELD,-6.45,12.4,6,27,S,12,24,E,46553,123,57260,S,OR,P,,Y,,Y,,A,,,A,0,L,,Y,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,
46540,AO,LUANDA,-8.8,13.25,8,48,S,13,15,E,46560,123,57262,S,CN,E,,,,Y,,H,A,K,H,1,L,Y,Y,Y,Y,Y,Y,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,S,
46540,AO,PORTO AMBOIM,-10.733333333333333,13.75,10,44,S,13,45,E,46570,123,57280,V,OR,P,,Y,,,,A,D,O,,1,,Y,,,,Y,,,,N,,,Y,,Y,,,Y,,Y,Y,,Y,,,,Y,,,,Y,,,,Y,Y,Y,Y,Y,,,,Y,N,Y,N,N,N,,,
46540,AO,SUMBE,-11.2,13.833333333333334,11,12,S,13,50,E,46580,123,57280,V,OR,P,,Y,,,,A,L,O,,1,,,,,,,N,,,,,,,,,,,Y,,Y,,,Y,,,,Y,,,,,Y,,,,,Y,Y,Y,,,,N,N,N,N,N,N,C,,
46540,AO,LOBITO,-12.333333333333334,13.566666666666666,12,20,S,13,34,E,46590,123,57282,S,CN,G,N,N,N,Y,Y,G,G,K,K,2,L,Y,,Y,N,Y,Y,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,N,,Y,C,S,
46540,AO,NAMIBE,-15.2,12.15,15,12,S,12,9,E,46610,123,57300,S,OR,F,N,Y,N,,Y,E,L,E,J,2,L,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,N,,N,Y,Y,Y,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,,S
46635,,WALVIS BAY,-22.95,14.5,22,57,S,14,30,E,46640,123,57381,S,CN,G,N,Y,N,Y,,H,L,H,K,2,L,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,B,,M
46635,,LUDERITZ BAY,-26.65,15.15,26,39,S,15,9,E,46650,123,,S,CB,F,,,,Y,,L,D,L,M,1,M,Y,Y,Y,N,Y,Y,,,Y,,Y,,,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,,N,N,C,,S
46660,SH,GEORGETOWN,-7.933333333333334,-14.416666666666666,7,56,S,14,25,W,46670,123,57487,M,OR,P,,,,Y,,A,C,P,J,1,L,N,,,,Y,N,N,,,N,N,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,Y,Y,,,,,Y,Y,Y,N,N,Y,N,N,N,N,,,C,,
46660,SH,JAMESTOWN,-15.916666666666666,-5.716666666666667,15,55,S,5,43,W,46690,123,57485,V,OR,P,Y,Y,N,Y,,A,A,P,,1,L,N,,Y,N,Y,N,N,Y,Y,N,N,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,Y,,,N,Y,,,,,,Y,Y,,,,,Y,Y,N,N,N,N,,,
46660,SH,NORTH POINT,-7.883333333333333,-14.366666666666667,7,53,S,14,22,W,46691,123,57487,S,OR,P,,,,Y,,,O,,J,0,M,,,,,Y,,,,,,,,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46700,SH,EDINBURGH OF THE SEVEN SEAS,-37.05,-12.3,37,3,S,12,18,W,46710,123,57486,V,OR,P,,,,Y,,A,A,,,2,M,,,,,,,,Y,,,,,,Y,Y,,Y,Y,,,,Y,,,,Y,N,,,,,,,,,,,,,,,,,,,,,,,
46725,ZA,SALDANHA BAY,-33.03333333333333,17.966666666666665,33,2,S,17,58,E,46750,123,,M,CB,F,N,Y,N,Y,Y,A,F,B,A,2,L,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,,,Y,,Y,Y,,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C,,M
46725,ZA,CAPE TOWN,-33.916666666666664,18.416666666666668,33,55,S,18,25,E,46770,123,57484,L,CB,G,Y,N,N,Y,Y,F,A,H,H,1,L,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
46725,ZA,SIMONSTOWN,-34.18333333333333,18.433333333333334,34,11,S,18,26,E,46780,171,57483,V,CB,G,,,,Y,,L,H,L,,1,M,,,,,,Y,,,Y,Y,Y,,,,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,N,N,,,D,M,S
46725,ZA,MOSSEL BAY,-34.18333333333333,22.15,34,11,S,22,9,E,46800,171,,S,CB,G,N,Y,N,Y,Y,L,C,O,J,2,M,Y,,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,,,,Y,Y,Y,,,,Y,Y,Y,Y,,Y,C,M,M
46725,ZA,PORT ELIZABETH,-33.96666666666667,25.616666666666667,33,58,S,25,37,E,46820,171,61061,M,CB,F,N,N,N,Y,Y,J,H,N,K,2,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,,L
46725,ZA,EAST LONDON,-33.03333333333333,27.916666666666668,33,2,S,27,55,E,46830,171,,S,RN,E,N,N,N,Y,Y,J,A,K,K,2,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
46725,ZA,DURBAN,-29.866666666666667,31.066666666666666,29,52,S,31,4,E,46850,171,61092/1,L,CB,E,Y,Y,N,Y,Y,J,B,N,K,2,M,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
46725,ZA,RICHARDS BAY,-28.816666666666666,32.083333333333336,28,49,S,32,5,E,46855,171,61100,M,CB,F,N,N,N,Y,Y,D,D,G,G,2,M,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,Y,Y,,Y,Y,Y,,,Y,,Y,Y,,,,,Y,Y,Y,Y,,,C,,
46860,MZ,MAPUTO,-25.966666666666665,32.583333333333336,25,58,S,32,35,E,46870,171,61112/1,M,LC,E,N,N,N,Y,Y,K,F,J,K,4,M,Y,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S
46860,MZ,INHAMBANE,-23.916666666666668,35.4,23,55,S,35,24,E,46880,171,61120,S,RN,G,,Y,,,,N,J,M,,3,,Y,,,,Y,,Y,Y,Y,,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,,Y,,,C,,
46860,MZ,BEIRA,-19.833333333333332,34.833333333333336,19,50,S,34,50,E,46890,171,61142/1,M,CN,G,Y,Y,N,Y,,N,L,L,L,5,M,N,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
46860,MZ,CHINDE,-18.566666666666666,36.5,18,34,S,36,30,E,46900,171,61150,S,RN,F,,,,Y,,P,N,,,3,M,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,,,,,N,Y,,Y,,Y,,,,Y,,,,,,Y,,,,,,Y,N,,,,,,,
46860,MZ,QUELIMANE,-17.883333333333333,36.88333333333333,17,53,S,36,53,E,46910,171,61150,V,RN,G,,Y,,Y,,O,L,N,,2,M,Y,,Y,N,Y,Y,,,Y,,N,Y,Y,,Y,,Y,Y,Y,Y,Y,,,,,Y,,,,Y,,,,,,Y,Y,Y,,,,Y,Y,Y,N,N,N,C,,
46860,MZ,PORTO BELO,-17.7,37.18333333333333,17,42,S,37,11,E,46920,171,61150,S,OR,F,,,,Y,,O,J,,,2,M,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46860,MZ,PEBANE,-17.266666666666666,38.15,17,16,S,38,9,E,46925,171,61150,S,RN,F,,,,Y,,L,J,,,0,M,,,,,Y,Y,,,,,Y,,,,Y,,Y,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
46860,MZ,MOCAMBIQUE,-15.033333333333333,40.733333333333334,15,2,S,40,44,E,46930,171,61171,S,CN,F,Y,N,N,Y,,L,C,,,3,,,,Y,N,Y,Y,,,Y,N,N,Y,Y,Y,Y,,Y,,Y,,,Y,,,,Y,,,N,Y,,,,,,Y,Y,Y,,,,Y,Y,N,Y,N,N,C,,
46860,MZ,NACALA,-14.533333333333333,40.666666666666664,14,32,S,40,40,E,46935,171,61170,V,CN,G,Y,N,N,Y,,A,K,M,K,3,L,Y,,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,,,Y,Y,,N,Y,Y,Y,,,Y,Y,Y,Y,,,,,Y,,Y,N,Y,C,,S
46860,MZ,PEMBA,-12.966666666666667,40.5,12,58,S,40,30,E,46940,171,,V,CB,G,N,N,N,Y,,A,F,M,,3,,Y,,Y,N,Y,Y,N,Y,Y,N,N,Y,,Y,Y,Y,Y,,Y,,Y,,,,,Y,N,,N,Y,,,,,Y,Y,Y,Y,,,,,Y,Y,Y,,,C,,
46860,MZ,IBO,-12.333333333333334,40.61666666666667,12,20,S,40,37,E,46950,171,,V,CN,F,,,,Y,,K,J,,,3,,Y,,,,Y,,N,Y,Y,,,,,,,Y,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,D,,
46965,TZ,MIKINDANI,-10.266666666666667,40.13333333333333,10,16,S,40,8,E,46970,171,,V,CN,F,,Y,,Y,,L,J,P,,3,,,,,,,Y,,,,,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,D,,
46965,TZ,MTWARA,-10.266666666666667,40.2,10,16,S,40,12,E,46975,171,,V,CB,G,N,Y,N,Y,,C,N,K,K,3,L,N,,N,N,Y,Y,Y,,Y,,Y,,,Y,Y,,Y,Y,Y,,Y,Y,,,,Y,Y,,N,,Y,,,,Y,Y,Y,Y,,,,N,Y,N,N,N,N,D,,
46965,TZ,KILWA KIVINJE,-8.733333333333333,39.416666666666664,8,44,S,39,25,E,47000,171,61190,V,OR,F,,Y,,Y,,K,L,L,,1,,,,,,,,,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,
46965,TZ,MJIMWEMA TERMINAL,-6.816666666666666,39.36666666666667,6,49,S,39,22,E,47005,171,61191,V,OR,P,N,Y,N,Y,,A,E,,F,3,M,Y,Y,N,N,Y,,Y,Y,,,,Y,,Y,,,Y,Y,Y,,,Y,,,,Y,,,Y,,,,,,,,,,,,,Y,Y,Y,N,N,N,N,,
46965,TZ,DAR ES SALAAM,-6.816666666666666,39.3,6,49,S,39,18,E,47010,171,61191,M,CN,E,Y,N,N,Y,,K,H,L,J,3,L,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,,S
46965,TZ,CHAKE CHAKE,-5.25,39.766666666666666,5,15,S,39,46,E,47020,171,61200,S,CN,F,,,,,,G,H,,,0,M,,,,,,N,Y,,,,N,,,Y,,,,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,N,N,N,N,N,N,,,
46965,TZ,TANGA,-5.083333333333333,39.11666666666667,5,5,S,39,7,E,47030,171,61200,S,CN,F,N,N,N,Y,,E,L,N,O,4,M,Y,,N,Y,Y,Y,Y,,,,Y,Y,,,Y,,Y,Y,Y,Y,,Y,,,,Y,,,N,Y,Y,,Y,,Y,Y,Y,Y,,Y,Y,,Y,N,N,,,B,,
46965,TZ,ZANZIBAR,-6.166666666666667,39.18333333333333,6,10,S,39,11,E,47050,171,61204/3,S,CN,G,N,N,N,Y,Y,J,H,N,,3,M,Y,,,,Y,Y,Y,,,,Y,Y,,Y,Y,,Y,,Y,,,Y,,,,Y,,,N,N,Y,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,S,
47090,KE,MOMBASA,-4.066666666666666,39.666666666666664,4,4,S,39,40,E,47100,171,61212,M,CT,G,N,Y,N,Y,,G,M,K,N,3,M,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,Y,Y,N,N,Y,Y,,,,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
47090,KE,KILIFI,-3.6333333333333333,39.86666666666667,3,38,S,39,52,E,47105,171,61210,V,OR,P,,,,Y,Y,O,G,K,,1,M,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,N,,,,,,,,,,,,,N,N,N,N,N,N,,,
47090,KE,MALINDI,-3.216666666666667,40.13333333333333,3,13,S,40,8,E,47107,171,61210,S,CN,F,,Y,,,,,J,,,1,M,Y,,,,Y,,,,,,,,,,,,Y,,Y,,,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,Y,,,,,
47090,KE,LAMU,-2.2666666666666666,40.9,2,16,S,40,54,E,47110,171,61221,S,CN,F,,,N,Y,N,N,N,N,,3,,,N,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,N,,,,,,,,,,,,,,Y,,,,,N,,
47120,SO,KISMAAYO,-0.36666666666666664,42.55,0,22,S,42,33,E,47130,171,61231,V,CB,G,N,Y,N,Y,,L,L,L,,2,L,Y,,Y,N,Y,Y,,Y,,,Y,Y,,,N,,Y,,Y,,Y,Y,,,,Y,,,N,,,,,,,,Y,Y,,,,Y,Y,N,N,N,N,C,,
47120,SO,BARAAWE,1.1,44.05,1,6,N,44,3,E,47140,171,61240,V,OR,F,,,,,,A,F,,,5,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,
47120,SO,MARKA,1.7166666666666668,44.78333333333333,1,43,N,44,47,E,47150,171,61240,V,OR,F,Y,,,Y,,A,B,P,,3,,N,,,,Y,,N,,,,N,,,,Y,Y,,,,,,Y,,,,Y,,,,,Y,,,,,Y,,,,,,Y,Y,N,N,N,N,,,
47120,SO,MUQDISHO,2.033333333333333,45.35,2,2,N,45,21,E,47160,171,61240,L,CB,F,,Y,,Y,,J,H,K,J,3,L,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,,Y,N,,Y,,Y,,,Y,,,,Y,,,N,,Y,,,,Y,Y,Y,Y,,,,Y,Y,Y,N,N,N,N,,
47210,SC,VICTORIA,-4.616666666666667,55.45,4,37,S,55,27,E,47220,171,61542,V,CN,F,N,Y,N,Y,Y,P,G,K,M,2,M,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,,Y,,Y,Y,,N,Y,,,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,N,,
47295,KM,MORONI,-11.7,43.25,11,42,S,43,15,E,47300,171,,V,OR,P,,,,Y,,A,B,O,O,3,M,N,,,Y,Y,,N,,,,,,,Y,,,Y,,Y,,,Y,,,,Y,Y,,,,,,,,,,,,,,,N,N,,,,,,,
47295,KM,FOMBONI,-12.266666666666667,43.75,12,16,S,43,45,E,47310,171,,V,OR,F,,Y,,Y,,A,E,F,,2,M,Y,,Y,N,Y,,N,,,,N,,,,,,Y,,Y,,,Y,,,,Y,,,,N,N,N,,,,,,,,,,,,,,,,N,,
47295,KM,MOUTSAMOUDU,-12.15,44.4,12,9,S,44,24,E,47320,171,,V,OR,F,,,,Y,,K,A,L,J,2,M,,,Y,N,Y,Y,,,,,Y,,,Y,Y,,,,Y,,,Y,,,,Y,Y,,Y,N,N,N,,,,,Y,,,,,Y,Y,N,N,,,N,,
47295,KM,DZAOUDZI,-12.783333333333333,45.25,12,47,S,45,15,E,47340,171,,V,OR,P,,,,Y,,N,K,J,J,4,M,Y,,,,Y,Y,Y,,,,Y,,,,Y,,Y,,Y,,,Y,,,,Y,Y,,N,Y,,,,,Y,,Y,,,,,Y,Y,Y,Y,,,C,,
47350,MG,ANDOANY,-13.4,48.3,13,24,S,48,18,E,47360,171,61420,V,OR,F,,Y,,,,C,F,L,N,4,,,Y,,,Y,,N,,Y,,Y,,,,,,Y,,Y,,,Y,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,,,Y,N,N,N,N,D,,
47350,MG,MAHAJANGA,-15.716666666666667,46.3,15,43,S,46,18,E,47400,171,,V,CN,F,N,N,N,Y,,K,M,L,K,4,L,Y,Y,Y,N,Y,,Y,,Y,,Y,Y,Y,,,Y,Y,,Y,,,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,,,N,Y,N,Y,,,C,,
47350,MG,MAINTIRANO,-18.066666666666666,44.016666666666666,18,4,S,44,1,E,47420,171,61440,V,OR,P,,Y,,Y,,O,L,,,2,,Y,,,,Y,N,,,,,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
47350,MG,MORONDAVA,-20.283333333333335,44.3,20,17,S,44,18,E,47430,171,61460,V,OR,P,,Y,,,,G,L,P,,5,,,,,,,,N,,,N,Y,,,,,,Y,,Y,,,Y,,,,Y,,,,Y,Y,,,,,Y,Y,,,,,,Y,,,,,,,
47350,MG,TOLIARA,-23.366666666666667,43.666666666666664,23,22,S,43,40,E,47460,171,,V,OR,F,,,,Y,,J,K,L,L,3,M,Y,,,,Y,Y,,,Y,,Y,,,,,,Y,,Y,N,Y,Y,,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,,,,Y,N,N,N,N,,,
47350,MG,TOLANARO,-25.033333333333335,47.0,25,2,S,47,0,E,47470,171,61510/20,V,OR,F,N,Y,N,Y,,K,F,P,,2,L,,,Y,,Y,,N,,,N,N,Y,,,,,Y,,Y,,,Y,,,,Y,,,,Y,Y,,,,Y,Y,Y,Y,,,,Y,Y,N,N,N,N,,,
47350,MG,MANAKARA,-22.116666666666667,48.05,22,7,S,48,3,E,47500,171,61520,V,OR,P,Y,Y,,Y,,L,G,P,,0,,Y,,,,Y,,N,,,,,,,,,,Y,,,,,Y,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,
47350,MG,MANANJARY,-21.25,48.333333333333336,21,15,S,48,20,E,47510,171,61530,V,OR,F,Y,,,,,A,G,P,,1,,,,,,,,N,,N,,N,,,,,,Y,,Y,,,Y,,,,Y,,,,Y,,,,,,Y,Y,Y,,,,N,N,N,N,N,N,D,,
47350,MG,TOAMASINA,-18.166666666666668,49.416666666666664,18,10,S,49,25,E,47540,171,61538,S,CB,G,Y,Y,N,Y,,K,G,N,H,1,M,Y,,Y,N,Y,Y,Y,,Y,Y,Y,,Y,,N,,Y,,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,,,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,C,,M
47350,MG,MAROANTSETRA,-15.45,49.81666666666667,15,27,S,49,49,E,47590,171,61540,V,OR,F,,,,Y,,A,J,,,0,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
47350,MG,IHARANA,-13.35,50.0,13,21,S,50,0,E,47620,171,61560,V,CN,G,,,,,,G,G,N,,8,M,,,,,Y,,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,N,N,N,N,D,,
47350,MG,ANTSOHIM BONDRONA,-13.083333333333334,48.833333333333336,13,5,S,48,50,E,47625,171,61410,V,CN,F,,,,Y,,L,L,L,,0,,Y,,,N,Y,,Y,,,,Y,Y,,,,,Y,,,,,,,,,Y,,,,Y,,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,,
47350,MG,ANTSIRANANA,-12.266666666666667,49.28333333333333,12,16,S,49,17,E,47630,171,61562,S,CB,G,Y,N,N,Y,,G,L,L,L,2,L,Y,,Y,N,Y,Y,Y,N,Y,,Y,Y,,,,,Y,Y,Y,,Y,Y,N,N,N,Y,N,N,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,N,N,Y,Y,B,M,
47670,RE,SAINT-DENIS,-20.866666666666667,55.45,20,52,S,55,27,E,47680,171,61582,V,OR,F,,Y,,Y,,A,E,,,0,L,,,,,,,Y,,,,,,,,,Y,Y,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
47670,RE,PORT EST,-20.933333333333334,55.31666666666667,20,56,S,55,19,E,47690,171,61582,S,CB,F,,Y,,Y,,H,A,J,H,1,L,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,,Y,Y,,,,Y,Y,,N,Y,,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,
47670,RE,PORT OUEST,-20.933333333333334,55.28333333333333,20,56,S,55,17,E,47695,171,61582,S,CB,F,,Y,,Y,,K,A,L,,1,L,,,,,Y,Y,Y,,,,Y,Y,Y,,Y,Y,,,Y,,Y,Y,,,,Y,Y,,N,Y,,,,,,,,,,,,,Y,Y,Y,,,C,,
47670,RE,SAINT-PIERRE,-21.35,55.46666666666667,21,21,S,55,28,E,47700,171,61582,V,OR,P,,Y,,Y,,G,A,P,,2,,,,,,Y,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,C,,S
47710,MU,PORT LOUIS,-20.15,57.5,20,9,S,57,30,E,47720,171,61592,S,CB,G,Y,Y,N,Y,,J,C,L,J,1,M,,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,,N,Y,Y,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,B,M,
47740,MU,PORT MATHURIN,-19.683333333333334,63.416666666666664,19,41,S,63,25,E,47750,171,61601,V,CN,F,,Y,,Y,,L,F,,,4,,,Y,,,,Y,,,,,Y,,,,,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,,,,
47760,IO,DIEGO GARCIA,-7.35,72.46666666666667,7,21,S,72,28,E,47800,171,61610/1,V,CB,G,,,,Y,,H,F,,H,2,,Y,Y,,,Y,Y,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,N,N,N,N,,L,
47810,SO,BERBERA,10.45,45.016666666666666,10,27,N,45,1,E,47820,172,62091,S,CB,F,N,N,N,Y,,J,E,L,L,2,M,,,Y,N,Y,Y,Y,,,,,,,,,,Y,,Y,,Y,Y,,,,Y,,,N,Y,Y,,,,Y,,Y,Y,,,,,Y,N,N,N,N,C,,
47810,SO,BOOSAASO,11.283333333333333,49.18333333333333,11,17,N,49,11,E,47830,172,62070,S,CB,,,,,Y,,,E,M,,0,M,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47840,DJ,DJIBOUTI,11.6,43.13333333333333,11,36,N,43,8,E,47850,172,62093/5,S,CN,G,Y,N,N,Y,N,E,C,J,J,2,M,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,Y,Y,,N,,Y,Y,,Y,Y,Y,Y,,N,Y,Y,Y,Y,Y,Y,Y,Y,C,M,M
47840,DJ,DORALEH,11.6,43.083333333333336,11,36,N,43,5,E,47855,172,,S,CN,,,,,,,,,E,D,0,L,,,,,Y,Y,,,,,,,,,Y,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47870,ER,ASSAB,13.0,42.75,13,0,N,42,45,E,47880,172,62110,S,CN,F,N,N,N,Y,Y,J,E,K,J,0,M,Y,,Y,N,Y,Y,Y,,,,Y,Y,Y,,,,Y,,Y,,Y,Y,Y,,,Y,,,N,Y,Y,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,N,N,C,,
47870,ER,MITSIWA HARBOR,15.616666666666667,39.46666666666667,15,37,N,39,28,E,47900,172,62121,S,CB,G,Y,N,N,Y,,K,F,J,L,1,L,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,C,,M
47910,SD,PORT SUDAN,19.6,37.233333333333334,19,36,N,37,14,E,47940,172,62142,M,CB,E,N,N,N,Y,N,A,A,J,,1,L,,,Y,N,Y,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,Y,N,,,Y,Y,,,Y,Y,,Y,Y,,,,Y,Y,Y,Y,Y,Y,C,,L
47910,SD,AL KHAIR OIL TERMINAL,19.583333333333332,37.25,19,35,N,37,15,E,47942,172,62142,S,CN,,,,,,,,,,G,0,,,,,,Y,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47910,SD,BESHAYER OIL TERMINAL,19.4,37.31666666666667,19,24,N,37,19,E,47944,172,62142,M,OR,,,,,Y,,,,,A,0,,,,,,Y,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
